Lane.Id,Public.Name,Serotype,Strain
11658_2#18,PATH2299,19F,1
11657_4#86,PATH2300,14,6
11511_8#79,PATH2302,6B,23
11658_2#16,PATH2305,23F,16
11658_2#15,PATH2306,23F,14
11658_2#14,PATH2308,19F,1
11658_2#13,PATH2309,4,27
11511_8#80,PATH2310,23F,14
11658_2#12,PATH2311,6B,23
11658_2#11,PATH2313,19F,44
11658_2#10,PATH2314,19F,1
11679_1#82,PATH3356,14,6
11679_1#83,PATH3357,18C,414
11658_2#9,PATH3358,38,38
11657_8#46,PATH3359,23F,14
11511_8#81,PATH3360,1,2
11679_1#84,PATH3361,38,38
11679_1#85,PATH3362,6B,105
11657_4#87,PATH3364,6B,23
11679_1#87,PATH3365,9V,43
11893_8#29,PATH3366,6B,115
11511_8#82,PATH3367,6B,23
11679_1#88,PATH3368,6C,89
11657_4#88,PATH3369,9N,16
11679_1#89,PATH3370,14,18
11658_2#7,PATH3371,19F,16
11511_8#84,PATH3374,23F,14
11658_8#9,PATH3375,6B,105
11657_4#89,PATH3378,10A,266
11657_4#90,PATH3379,10A,266
11511_8#86,PATH3380,10A,266
11658_2#5,PATH3383,19F,48
11657_8#48,PATH3384,14,6
11679_1#90,PATH3386,23F,16
11658_8#10,PATH3387,11A,3
11657_8#50,PATH3388,12F,32
11679_1#92,PATH5903,34,237
11679_1#93,PATH5904,6B,23
11657_8#51,PATH5905,14,6
11657_8#52,PATH5906,14,6
11658_8#11,PATH5907,23F,14
11658_2#4,PATH5909,5,8
11658_8#12,PATH5911,23A,5
11658_8#13,PATH5913,24,10
11658_2#3,PATH5914,35F,267
11511_8#89,PATH5915,7C,18
11657_8#53,PATH5917,14,6
11657_4#93,PATH5918,19F,1
11657_8#54,PATH5919,38,38
11657_8#55,PATH5920,6B,105
11657_4#94,PATH5921,15BC,131
11679_1#94,PATH5922,6C,89
11679_1#95,PATH5923,14,18
11679_1#96,PATH5925,15BC,131
11657_8#56,PATH5926,23F,14
11657_8#57,PATH5927,14,6
11657_8#58,PATH5929,14,6
11511_8#92,PATH5930,14,6
11511_8#93,PATH5931,19F,16
11511_8#94,PATH5932,16F,348
11658_2#1,PATH5933,19F,1
11657_4#95,PATH5934,19A,1
11511_8#95,PATH5937,6A,13
11511_8#96,PATH5939,19F,1
11657_4#96,PATH5940,19F,1
12291_6#1,ZA_GPS_SP2,6A,13
12291_6#2,ZA_GPS_SP3,18C,68
12291_6#3,ZA_GPS_SP4,23F,14
12291_6#4,ZA_GPS_SP5,23F,14
12291_6#5,ZA_GPS_SP6,4,70
12291_6#6,ZA_GPS_SP7,19A,17
12291_6#7,ZA_GPS_SP8,6A,5
12291_6#8,ZA_GPS_SP9,19A,17
12291_6#9,ZA_GPS_SP10,14,9
12291_6#10,ZA_GPS_SP11,23F,14
12291_6#11,ZA_GPS_SP12,7F,32
12291_6#12,ZA_GPS_SP13,5,8
12291_6#13,ZA_GPS_SP14,19F,1
12291_6#14,ZA_GPS_SP15,19A,17
12291_6#16,ZA_GPS_SP17,14,9
12291_6#17,ZA_GPS_SP18,6A,41
12291_6#18,ZA_GPS_SP19,19F,5
12291_6#19,ZA_GPS_SP20,19F,90
12291_6#20,ZA_GPS_SP21,6C,352
12291_6#21,ZA_GPS_SP22,6A,13
12291_6#22,ZA_GPS_SP23,6A,13
12291_6#23,ZA_GPS_SP24,19A,17
12291_6#24,ZA_GPS_SP25,6A,41
12291_6#25,ZA_GPS_SP26,6A,16
12291_6#26,ZA_GPS_SP27,6C,178
12291_6#27,ZA_GPS_SP28,3,83
12291_6#28,ZA_GPS_SP29,14,10
12291_6#29,ZA_GPS_SP30,19A,17
12291_6#30,ZA_GPS_SP31,6B,37
12291_6#31,ZA_GPS_SP32,6C,76
12291_6#32,ZA_GPS_SP33,23F,14
12291_6#33,ZA_GPS_SP34,4,70
12291_6#34,ZA_GPS_SP35,7F,32
12291_6#35,ZA_GPS_SP36,19F,21
12291_6#36,ZA_GPS_SP37,19F,90
12291_6#37,ZA_GPS_SP38,19A,17
12291_6#38,ZA_GPS_SP39,23F,14
12291_6#39,ZA_GPS_SP40,19F,1
12291_6#40,ZA_GPS_SP41,5,8
12291_6#41,ZA_GPS_SP42,5,8
12291_6#42,ZA_GPS_SP43,23F,14
12291_6#43,ZA_GPS_SP44,6A,13
12291_6#44,ZA_GPS_SP45,6A,13
12291_6#46,ZA_GPS_SP47,14,10
12291_6#47,ZA_GPS_SP48,6B,37
12291_6#48,ZA_GPS_SP49,3,253
12291_6#49,ZA_GPS_SP50,19A,17
12291_6#50,ZA_GPS_SP51,6A,47
12291_6#51,ZA_GPS_SP52,23F,14
12291_6#52,ZA_GPS_SP53,19F,1
12291_6#53,ZA_GPS_SP54,23F,14
12291_6#54,ZA_GPS_SP55,23F,14
12291_6#55,ZA_GPS_SP56,19F,1
12291_6#56,ZA_GPS_SP57,6A,192
12291_6#57,ZA_GPS_SP58,23F,14
12291_6#58,ZA_GPS_SP59,5,8
12291_6#59,ZA_GPS_SP60,6B,37
12291_6#60,ZA_GPS_SP61,19F,1
12291_6#61,ZA_GPS_SP62,3,51
12291_6#62,ZA_GPS_SP63,19A,17
12291_6#63,ZA_GPS_SP64,3,51
12291_6#64,ZA_GPS_SP65,5,8
12291_6#65,ZA_GPS_SP66,6A,41
12291_6#66,ZA_GPS_SP67,5,8
12291_6#67,ZA_GPS_SP68,19F,1
12291_6#68,ZA_GPS_SP69,19A,17
12291_6#69,ZA_GPS_SP70,6A,16
12291_6#70,ZA_GPS_SP71,3,12
12291_6#71,ZA_GPS_SP72,19F,21
12291_6#72,ZA_GPS_SP73,6B,13
12291_6#73,ZA_GPS_SP74,6A,41
12291_6#74,ZA_GPS_SP75,14,9
12291_6#75,ZA_GPS_SP76,5,8
12291_6#76,ZA_GPS_SP77,19F,1
12291_6#77,ZA_GPS_SP78,14,10
12291_6#78,ZA_GPS_SP79,6B,77
12291_6#79,ZA_GPS_SP80,23F,14
12291_6#80,ZA_GPS_SP81,19F,21
12291_6#81,ZA_GPS_SP82,19A,17
12291_6#82,ZA_GPS_SP83,23F,14
12291_6#83,ZA_GPS_SP84,6A,13
12291_6#84,ZA_GPS_SP85,3,51
12291_6#85,ZA_GPS_SP86,19F,1
12291_6#86,ZA_GPS_SP87,19A,17
12291_6#88,ZA_GPS_SP89,6A,13
12291_6#89,ZA_GPS_SP90,23F,14
12291_6#90,ZA_GPS_SP91,6A,13
12291_6#91,ZA_GPS_SP92,19F,21
12291_6#92,ZA_GPS_SP93,14,6
12291_6#93,ZA_GPS_SP94,14,18
12291_6#94,ZA_GPS_SP95,6A,41
12291_6#95,ZA_GPS_SP96,23F,14
12162_1#1,ZA_GPS_SP97,19F,1
12162_1#2,ZA_GPS_SP98,14,10
12162_1#3,ZA_GPS_SP99,19F,1
12162_1#4,ZA_GPS_SP100,23F,14
12162_1#5,ZA_GPS_SP101,4,70
12162_1#6,ZA_GPS_SP102,3,83
12162_1#8,ZA_GPS_SP104,5,8
12162_1#9,ZA_GPS_SP105,6B,77
12162_1#10,ZA_GPS_SP106,14,18
12162_1#11,ZA_GPS_SP107,7F,32
12162_1#12,ZA_GPS_SP108,6B,37
12162_1#13,ZA_GPS_SP109,6A,5
12162_1#14,ZA_GPS_SP110,19A,17
12162_1#15,ZA_GPS_SP111,19A,1
12162_1#16,ZA_GPS_SP112,23F,14
12162_1#17,ZA_GPS_SP113,23F,14
12162_1#18,ZA_GPS_SP114,6B,14
12162_1#19,ZA_GPS_SP115,6A,41
12162_1#20,ZA_GPS_SP116,14,238
12162_1#21,ZA_GPS_SP117,3,51
12162_1#22,ZA_GPS_SP118,19A,17
12162_1#23,ZA_GPS_SP119,5,8
12162_1#24,ZA_GPS_SP120,19A,17
12162_1#25,ZA_GPS_SP121,19F,21
12162_1#26,ZA_GPS_SP122,19F,159
12162_1#27,ZA_GPS_SP123,19A,5
12162_1#28,ZA_GPS_SP124,5,8
12162_1#29,ZA_GPS_SP125,5,8
12162_1#30,ZA_GPS_SP126,14,10
12162_1#31,ZA_GPS_SP127,19A,17
12162_1#32,ZA_GPS_SP128,19A,17
12162_1#33,ZA_GPS_SP129,6A,41
12162_1#34,ZA_GPS_SP130,7F,56
12162_1#35,ZA_GPS_SP131,19A,17
12162_1#36,ZA_GPS_SP132,4,70
12162_1#37,ZA_GPS_SP133,3,51
12162_1#38,ZA_GPS_SP134,35B,160
12162_1#39,ZA_GPS_SP135,6A,13
12162_1#40,ZA_GPS_SP136,4,70
12162_1#41,ZA_GPS_SP137,18C,68
12162_1#42,ZA_GPS_SP138,18C,68
12162_1#43,ZA_GPS_SP139,23F,14
12162_1#44,ZA_GPS_SP140,4,70
12162_1#45,ZA_GPS_SP141,19F,1
12162_1#46,ZA_GPS_SP142,6A,5
12162_1#47,ZA_GPS_SP143,19A,17
12162_1#48,ZA_GPS_SP144,5,8
12162_1#49,ZA_GPS_SP145,4,70
12162_1#50,ZA_GPS_SP146,19F,21
12162_1#51,ZA_GPS_SP147,6A,24
12162_1#52,ZA_GPS_SP148,19A,17
12162_1#53,ZA_GPS_SP149,19A,17
12162_1#54,ZA_GPS_SP150,19A,17
12162_1#55,ZA_GPS_SP151,14,18
12162_1#56,ZA_GPS_SP152,19A,17
12162_1#57,ZA_GPS_SP153,3,12
12162_1#58,ZA_GPS_SP154,23F,14
12162_1#59,ZA_GPS_SP155,19F,21
12162_1#60,ZA_GPS_SP156,19F,1
12162_1#61,ZA_GPS_SP157,7F,32
12162_1#62,ZA_GPS_SP158,14,10
12162_1#63,ZA_GPS_SP159,19F,1
12162_1#64,ZA_GPS_SP160,23F,20
12162_1#65,ZA_GPS_SP161,19A,17
12162_1#66,ZA_GPS_SP162,19F,21
12162_1#67,ZA_GPS_SP163,6A,5
12162_1#68,ZA_GPS_SP164,7F,32
12162_1#69,ZA_GPS_SP165,6A,13
12162_1#70,ZA_GPS_SP166,14,18
12162_1#71,ZA_GPS_SP167,4,79
12162_1#72,ZA_GPS_SP168,4,70
12162_1#74,ZA_GPS_SP170,6A,13
12162_1#75,ZA_GPS_SP171,19A,17
12162_1#76,ZA_GPS_SP172,4,239
12162_1#77,ZA_GPS_SP173,23F,14
12162_1#78,ZA_GPS_SP174,19F,205
12162_1#79,ZA_GPS_SP175,5,8
12162_1#80,ZA_GPS_SP176,6A,13
12162_1#81,ZA_GPS_SP177,18C,68
12162_1#82,ZA_GPS_SP178,19A,5
12162_1#83,ZA_GPS_SP179,19F,1
12162_1#84,ZA_GPS_SP180,19F,21
12162_1#85,ZA_GPS_SP181,5,8
12162_1#86,ZA_GPS_SP182,19F,1
12162_1#87,ZA_GPS_SP183,18C,11
12162_1#88,ZA_GPS_SP184,6B,129
12162_1#89,ZA_GPS_SP185,19F,21
12162_1#90,ZA_GPS_SP186,3,51
12162_1#91,ZA_GPS_SP187,23F,5
12162_1#92,ZA_GPS_SP188,6A,13
12162_1#93,ZA_GPS_SP189,19A,17
12162_1#94,ZA_GPS_SP190,19A,17
12162_1#95,ZA_GPS_SP191,9V,30
12291_1#1,PATH5941,23F,16
12291_1#2,PATH5942,14,6
12291_1#3,PATH5943,12F,32
12291_1#4,PATH5944,19F,1
12291_1#5,PATH5945,3,12
12291_1#6,PATH5946,19A,175
12291_1#7,PATH5947,19F,1
12291_1#8,PATH5948,10A,326
12838_1#61,PATH5950,35F,177
12291_1#11,PATH5951,19F,1
12291_1#12,PATH5952,15BC,131
12291_1#13,PATH5953,39,350
12291_1#26,PATH2522,23A,7
12838_1#62,PATH2523,23B,169
12838_1#63,PATH2524,23B,169
12291_1#29,PATH2525,19F,44
12291_1#30,PATH2526,23F,14
12291_1#31,PATH2527,23F,14
12291_1#32,PATH2528,24,10
12291_1#33,PATH2529,11A,11
12291_1#34,PATH2530,21,11
12291_1#35,PATH2531,19A,175
12291_1#36,PATH2532,10A,326
12291_1#37,PATH2533,23F,16
12291_1#38,PATH2534,15A,69
12291_1#39,PATH2535,35F,267
12291_1#41,PATH2537,19F,44
12291_1#42,PATH2538,23F,16
12291_1#43,PATH2539,23F,3
12291_1#44,PATH2540,19F,1
12291_1#45,PATH2541,6C,13
12291_1#46,PATH2542,19F,144
12291_1#47,PATH2543,19F,1
12291_1#48,PATH2544,19F,1
12291_1#50,PATH2546,6B,23
12291_1#51,PATH2547,19F,1
12291_1#52,PATH2548,19F,1
12291_1#53,PATH2549,33F,3
12291_1#54,PATH2550,23F,14
12291_1#55,PATH2551,28A,191
12291_1#56,PATH2552,6B,47
12291_1#57,PATH2553,15BC,6
12291_1#58,PATH2554,15BC,327
12291_1#59,PATH2555,19F,1
12291_1#60,PATH2556,NT,136
12291_1#61,PATH2557,19F,16
12291_1#62,PATH2558,19F,351
12291_1#63,PATH2583,23F,16
12291_1#64,PATH2584,NT,136
12291_1#65,PATH2585,23F,113
12291_1#66,PATH2586,13,16
12291_1#68,PATH2588,14,6
12291_1#69,PATH2589,6B,23
12291_1#70,PATH2590,23F,14
12291_1#71,PATH2591,4,416
12291_1#72,PATH2592,9V,6
12291_1#73,PATH2593,10B,240
12291_1#74,PATH2594,6A,189
12291_1#75,PATH2595,35F,267
12291_1#76,PATH2596,35F,177
12291_1#77,PATH2597,6B,23
12291_1#78,PATH2728,15A,69
12291_1#79,PATH2729,11A,417
12290_3#1,PATH2730,22F,298
12291_1#80,PATH2731,19F,16
12291_1#81,PATH2732,9V,6
12291_1#82,PATH2733,6B,189
12291_1#84,PATH2735,NT,60
12291_1#85,PATH2736,23F,16
12291_1#86,PATH2737,19F,198
12290_3#2,PATH2738,19A,415
12291_1#87,PATH2739,9N,16
12291_1#88,PATH2740,19F,16
12291_1#89,PATH2741,19F,1
12291_2#1,PATH2743,23F,16
12291_2#29,PATH3209,19F,44
12290_3#3,PATH3215,NT,136
12291_2#35,PATH3216,19A,175
12838_1#66,PATH3217,23A,5
12291_2#41,PATH3222,19F,44
12291_2#44,PATH3225,19F,1
12838_1#67,PATH3226,NT,136
12291_2#46,PATH3227,19F,144
12291_2#48,PATH3229,19F,1
12291_2#69,PATH3250,6B,23
12291_2#74,PATH3255,6A,189
12291_3#1,PATH3272,19F,144
12291_3#2,PATH3273,21,11
12291_3#3,PATH3274,6B,189
12291_3#4,PATH3275,14,6
12291_3#5,PATH3276,33F,3
12291_3#7,PATH3278,35B,72
12291_3#8,PATH3407,19F,16
12291_3#9,PATH3408,6B,24
12291_3#10,PATH3409,19F,16
12291_3#11,PATH3410,19F,44
12291_3#12,PATH3411,11A,3
12291_3#13,PATH3412,6B,23
12291_3#15,PATH3414,14,6
12291_3#16,PATH3415,10A,266
12291_3#17,PATH3416,19F,44
12291_3#18,PATH3417,6B,76
12291_3#19,PATH3418,6C,189
12291_3#24,PATH3423,NT,136
12291_3#25,PATH3424,NT,136
12291_3#26,PATH3425,23F,14
12291_3#27,PATH3427,11A,269
12291_3#28,PATH3428,19F,144
12291_3#29,PATH3429,23F,14
12291_3#30,PATH3430,19F,44
12291_3#31,PATH3431,14,6
12291_3#32,PATH3432,19F,351
12291_3#33,PATH3433,NT,136
12291_3#34,PATH3434,35B,72
12291_3#35,PATH3435,6B,115
12291_3#36,PATH3436,14,18
12838_1#75,PATH3437,6B,115
12838_1#76,PATH3438,23A,5
12291_3#39,PATH3439,19F,144
12291_3#40,PATH3440,23A,298
12291_3#41,PATH3441,6B,23
12291_3#42,PATH3442,23A,298
12838_1#77,PATH3443,6B,105
12291_3#44,PATH3444,6B,105
12291_3#45,PATH3445,19F,1
12291_3#46,PATH3446,23F,16
12291_3#47,PATH3447,18C,419
12291_3#48,PATH3448,19F,1
12291_3#49,PATH3449,19F,16
12291_3#50,PATH3450,15BC,131
12291_3#51,PATH3451,6B,105
12291_3#52,PATH3452,19A,10
12291_3#54,PATH3454,6B,23
12291_3#55,PATH3455,6A,189
12291_3#56,PATH3456,23F,14
12291_3#57,PATH3457,19A,175
12291_3#58,PATH3458,19F,44
12291_3#59,PATH3459,14,6
12291_3#60,PATH3460,23F,14
12291_3#61,PATH3461,14,6
12291_3#63,PATH3463,19F,144
12291_3#64,PATH3464,23F,16
12291_3#65,PATH3465,9V,43
12291_3#66,PATH3466,23A,7
12291_3#67,PATH3467,14,6
12838_1#78,PATH3468,35F,177
12838_1#79,PATH3469,35F,177
12291_3#71,PATH3471,7F,15
12291_3#72,PATH3472,35B,72
12291_3#73,PATH3473,6B,105
12291_3#74,PATH3474,13,16
12291_3#75,PATH3475,6B,105
12291_3#76,PATH3476,17F,49
12838_1#81,PATH3477,23B,169
12291_3#78,PATH3478,11A,3
12291_3#79,PATH3479,9V,43
12291_3#80,PATH3480,13,16
12291_3#81,PATH3481,6B,76
12291_3#82,PATH3482,23A,7
12291_3#83,PATH3483,6C,13
12291_3#84,PATH3484,15BC,131
12291_3#85,PATH3485,20A,61
12291_3#86,PATH3486,19F,144
12291_3#87,PATH3487,19F,144
12291_3#88,PATH3488,17F,49
12291_3#90,PATH3490,6C,189
12291_4#1,PATH3491,6B,115
12291_4#2,PATH3492,23F,14
12291_4#3,PATH3493,6D,105
12291_4#4,PATH3494,14,6
12291_4#6,PATH3496,14,6
12291_4#7,PATH3497,22F,298
12291_4#9,PATH3499,19F,1
12291_4#10,PATH3500,34,237
12291_4#12,PATH3502,6B,23
12291_4#13,2010206720,19A,1
12291_4#14,2010206726,16F,135
12291_4#15,2010206729,19A,1
12291_4#16,2010207743,19A,1
12291_4#18,2010205298,15A,9
12291_4#19,2010205338,6C,29
12291_4#21,2010205347,19A,27
12291_4#23,2010205398,7F,15
12291_4#24,2010205404,15BC,132
12291_4#25,2010208283,19A,6
12291_4#26,2010208292,7F,15
12291_4#27,2010208307,19A,1
12291_4#29,2010208327,19A,4
12291_4#30,2010205423,7F,15
12291_4#31,2010206270,19A,27
12838_1#69,2010206274,10A,35
12291_4#33,2010206275,19A,1
12291_4#34,2010206276,16F,135
12291_4#35,2010206713,19A,27
12291_4#36,2010206716,23B,7
12291_4#38,2010205418,19A,1
12291_4#40,2010220270,15BC,4
12291_4#41,2010220276,19A,27
12838_1#70,2010220298,10A,35
12291_4#44,2010220340,16F,158
12291_4#46,2010223233,10A,36
12291_4#47,2010223244,16F,135
12291_4#48,2010223245,19A,5
12838_1#71,2010216163,15BC,132
12291_4#50,2010216166,7F,15
12291_4#52,2010216188,7F,15
12291_4#53,2010216219,19A,1
12291_4#54,2010216221,33F,3
12291_4#55,2010216229,19A,4
12291_4#56,2010216231,10A,36
12291_4#57,2010216248,19A,27
12291_4#58,2010216251,19A,1
12291_4#59,2010216304,19A,4
12291_4#60,2010216334,19A,27
12291_4#61,2009211518,19A,1
12291_4#63,2010220051,15BC,11
12291_4#64,2009203268,4,27
12291_4#65,2009203513,19A,1
12291_4#66,2009205599,19A,1
12291_4#69,2009207277,19A,1
12291_4#74,2010209966,19A,1
12291_4#76,2010209973,38,38
12291_4#77,2010209984,19A,4
12291_4#78,2010209989,19A,27
12291_4#79,2010209998,19A,1
12291_4#80,2010210051,3,12
12291_4#81,2010208343,19A,4
12291_4#82,2010208351,19A,1
12291_4#83,2010208354,38,38
12291_4#84,2010208358,7F,15
12291_4#85,2010208374,23B,7
12291_4#87,2010208412,7F,15
12291_4#88,2010208429,19A,1
12291_4#89,2010208437,19A,1
12291_5#1,2010216075,19A,1
12291_5#2,2010216081,11A,3
12291_5#3,2010216092,19A,5
12291_5#5,2010216128,7F,15
12291_5#6,2010216137,33F,3
12291_5#9,2829_98,14,18
12291_5#11,3364_99,14,16
12291_5#16,0131_99,23F,7
12291_5#17,4890_00,6B,23
12291_5#19,2479_99,9V,6
12291_5#24,2009219597,23F,7
12291_5#25,2009219599,14,39
12291_5#27,5869_99,18C,50
12291_5#28,4223_99,37,123
12291_5#29,4464_99,9N,16
12291_5#33,2915_99,19F,1
12291_5#34,5762_99,23F,16
12291_5#35,1461_00,3,12
12291_5#38,0853_99,1,2
12291_5#39,2279_99,18B,50
12291_5#40,1971_99,14,10
12291_5#41,2010203401,7F,15
12291_5#42,2010220053,19A,16
12291_5#44,2010220110,33F,3
12291_5#45,2010220116,19A,1
12291_5#46,2010220126,19A,97
12291_5#47,2010220131,19A,10
12291_5#48,2009208012,9N,124
12291_5#51,2009208555,7F,15
12291_5#52,2009209281,10A,36
12291_5#53,2009209482,7F,15
12291_5#54,2009206427,7F,15
12291_5#55,2009206428,3,12
12291_5#56,2009206447,35B,59
12291_5#57,2009210961,3,12
12291_5#58,2009211964,7F,15
12291_5#59,2009212611,9N,16
12291_5#61,2009214111,7F,15
12291_5#62,2010216299,16F,135
12291_5#64,2009214150,8,98
12291_5#65,2009214158,14,6
12291_5#66,2009216461,19A,4
12291_5#68,2009211096,17F,49
12291_5#69,2010200803,19A,27
12291_5#70,2009209909,10A,36
12291_5#71,2009209970,22F,19
12291_5#72,2009211070,7F,15
12291_5#73,2009211080,7F,15
12291_5#74,2009214102,17F,49
12291_5#79,2009211244,3,12
12291_5#80,2009211246,7F,15
12291_5#81,2009211267,22F,19
12291_5#82,2009212646,7F,15
12291_5#83,2009212662,7F,15
12291_5#84,2009212704,19A,4
12291_5#85,2009212726,7F,15
12291_5#86,2009212730,7F,15
12291_5#87,2009212732,22F,19
12291_5#88,2009212786,3,12
12838_1#73,2009212799,19A,1
12299_1#1,2009212801,35B,75
12299_1#2,2009212847,3,12
12299_1#3,2009212848,22F,19
12299_1#4,2009212866,23A,7
12299_1#6,2009213998,19A,1
12299_1#7,2010216124,19A,1
12299_1#8,2009214030,19A,1
12299_1#10,2009215603,4,27
13154_4#40,2009215605,19A,4
12838_1#83,2009215608,23A,7
12299_1#13,2009215656,7F,15
12299_1#14,2009215658,7C,18
12299_1#15,2009215670,33F,3
12299_1#16,2009215685,3,12
12299_1#18,2009215728,7F,15
12299_1#19,2009215738,34,45
12299_1#23,2009215790,7F,15
12299_1#25,2009215816,7F,15
12299_1#28,2009215873,7F,15
12299_1#30,2009216755,1,31
12838_1#85,2009216775,11A,3
12299_1#37,2010206279,7F,15
12299_1#38,2010206730,19A,1
12299_1#39,2010207737,19A,4
12299_1#40,2010207959,11A,3
12299_1#41,2010203946,19A,1
12299_1#42,2010205280,19A,4
12299_1#43,2010205285,19A,1
12299_1#44,2010205286,22F,19
12299_1#45,2010205303,7F,15
12299_1#46,2010205309,20B,124
12299_1#48,2010205384,19A,1
12838_1#88,2010205406,6C,13
12299_1#51,2010208298,1,31
12299_1#52,2010208317,1,31
12299_1#53,2010208336,7F,15
12299_1#56,2010220243,31,57
12299_1#57,2010220245,19A,1
12299_1#58,2010220284,22F,19
12299_1#60,2010220292,23A,5
12299_1#61,2010220299,19A,1
12299_1#63,2010220350,7F,15
12299_1#65,2010223249,22F,19
12299_1#68,2010216235,7F,15
12299_1#69,2010216243,22F,19
12299_1#70,2010216266,19A,1
12299_1#71,2010216281,7F,15
12299_1#72,2010216285,3,12
12838_1#90,2010216293,6C,89
12299_1#74,2009218394,16F,135
12299_1#75,2010216317,22F,19
12299_1#78,2010225288,23A,5
12299_1#80,2009203274,19F,1
12299_1#81,2009203511,7F,15
12299_1#84,2010209941,7F,15
12299_1#85,2010209946,7F,15
12299_1#86,2010209965,6C,89
12299_1#87,2010209976,38,38
12299_1#88,2010209982,7F,15
12299_1#89,2010209992,8,98
12299_1#90,2010210015,7F,15
12290_2#1,2010210016,9N,16
12290_2#2,2010200716,15BC,4
12290_2#3,2010208367,7F,15
12290_2#5,2010208397,7F,15
12290_2#6,2010208407,1,31
12290_2#7,2009218358,15A,140
12290_2#8,2010208436,35F,36
12290_2#9,2010208441,19A,6
12290_2#13,2010216083,35F,36
12290_2#16,2010203350,7F,15
12290_2#17,2009214171,19A,1
12290_2#24,2009218420,7F,15
12290_2#26,4585946_3253272_265,5,8
12290_3#14,C14848,5,8
12290_3#21,C9938,1,2
12290_3#22,C13751,4,86
12290_2#32,D40313,19A,53
12290_2#34,C6640,14,9
12290_3#24,C3807,6A,251
12290_3#26,C6869,34,34
12290_3#27,D7638,10B,30
12290_3#28,C20777,15BC,216
12290_3#29,C22343,13,65
12290_3#32,D33615,6B,143
12290_3#34,D56983,23F,20
12290_3#35,D15233,4,86
12290_2#37,C10263,23F,20
12290_3#36,C12871,13,65
12290_3#37,C18159,9L,325
12290_3#38,D7240,19A,53
12290_3#40,D37395,6B,129
12290_2#40,4519,16F,268
12290_3#42,C19863,15BC,143
12290_3#44,D38559,13,65
12290_2#41,C3451,35B,5
12290_3#45,D41212,15BC,5
12290_3#46,C13117,6A,120
12290_2#44,C11624,19B,161
12290_3#48,C2266,35B,233
12290_3#49,5525231_3359791_879,18A,11
12290_3#50,5542242_3323268_613,18C,40
12290_2#47,A55352,6B,13
12290_2#48,5551164_3532254_2481,19A,53
12290_3#52,5544499_3319434_529,19F,21
12290_3#53,5542199_3320073_556,10B,30
12290_3#54,D34320,23F,20
12290_3#55,A55581,1,2
12290_3#56,B19728,35B,233
12290_3#58,C6912,35B,233
12290_3#60,C10123,15BC,143
12290_3#61,A55213,7F,56
12290_2#49,5531539_3522451_2596,NT,232
12290_3#63,5543385_3292545_428,21,11
12290_3#65,5544499_3335895_718,19F,21
12290_3#66,A59717,17F,61
12290_3#67,D4775,6A,13
12290_3#68,5544296_3551717_2754,5,8
12290_3#69,C499,23F,20
12290_3#70,D13156,23F,20
12290_3#71,D24854,34,217
12290_3#74,5509570_3262476_415,18C,68
12290_3#75,A59679,9V,22
12290_3#76,D2310,18F,142
12290_3#77,A56847,25F,155
12290_3#78,D12859,4,86
12290_3#82,C17094,9V,22
12290_3#88,C13208,1,2
12290_3#89,C5737,1,2
12290_3#90,5525231_3447769_1559,6B,13
12378_2#1,D27639,1,2
12290_2#53,D33293,1,2
12378_2#4,5544296_3505453_2287,1,2
12378_2#6,B22036,6A,13
12378_2#9,5529503_3404044_1185,6A,13
12378_2#14,C15951,19F,5
12378_2#15,D48309,19F,5
12378_2#16,5510682_3360149_840,6B,120
12378_2#17,4129942_3416846_1273,19F,21
12378_2#20,3986,6B,13
12378_2#32,D1703,23F,328
12290_2#63,D8775,5,8
12290_2#64,C17353,16F,268
12378_2#40,D42083,16F,268
12290_2#65,5597213_3842590_5908,6A,190
12378_2#43,5594179_3792548_5422,19F,21
12290_2#66,5291394_3577874_3075,7C,92
12290_2#67,5478156_3522177_2559,19F,21
12290_2#68,1991673_3577858_3056,19A,53
12378_2#48,D27106,1,2
12290_2#69,5394236_3402564_1167,6A,13
12378_2#49,5473576_3319668_581,6B,181
12290_2#70,5416167_3254194_252,23F,20
12378_2#50,5473576_3404069_1166,6B,181
12378_2#51,5511700_3367963_926,35F,145
12378_2#52,5529503_3253941_240,16F,33
12378_2#53,5260991_3473884_1963,19B,161
12290_2#72,5339515_3335566_716,5,8
12378_2#55,5562674_3439898_1755,7F,56
12378_2#58,5497962_3512289_3103,1,2
12378_2#64,C21075,6A,353
12378_2#65,C5212,19F,21
12378_2#66,C13420,23F,20
12378_2#68,C16554,19A,53
12378_2#69,D31058,4,86
12290_2#73,D12899,23F,176
12378_2#71,A58946,23F,176
12378_2#78,5543412_3335634_701,19F,21
12378_2#79,5542034_3482721_1861,23F,20
12378_2#80,C6621,23F,20
12378_2#81,5519548_3474013_1971,6B,129
12378_2#82,D29043,6B,13
12378_2#87,B20894,19F,21
12378_2#89,C16492,13,65
12378_2#90,C23342,19F,21
12837_1#1,ZA_GPS_SP243,6A,13
13154_4#6,ZA_GPS_SP244,6A,24
12837_1#3,ZA_GPS_SP245,6A,13
12837_1#4,ZA_GPS_SP246,6A,41
13154_4#7,ZA_GPS_SP247,1,2
12837_1#6,ZA_GPS_SP248,1,2
12837_1#7,ZA_GPS_SP249,19F,21
12837_1#8,ZA_GPS_SP250,19F,21
12837_1#9,ZA_GPS_SP251,6A,13
